Ohio_STR;12/31/2018;GLOBAL LIQUIDITY RESERVE;IL-GLR;;INTERNATIONAL FUNDS;0.00;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;12/31/2018;FNMA POOL #433690;31379YXT5;105,939.03;FEDERAL NATIONAL MORTGAGE ASSN POOL;100,805.36;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #440702;31380HRX7;156,962.39;FEDERAL NATIONAL MORTGAGE ASSN POOL;145,878.00;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #481713;31382GDS3;440,757.61;FEDERAL NATIONAL MORTGAGE ASSN POOL;403,321.22;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #487317;31382NK68;133,218.54;FEDERAL NATIONAL MORTGAGE ASSN POOL;123,239.07;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #490228;31382RSR5;105,856.96;FEDERAL NATIONAL MORTGAGE ASSN POOL;99,500.42;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #490800;31382SGH8;85,435.39;FEDERAL NATIONAL MORTGAGE ASSN POOL;80,933.17;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #493925;31382VVS0;52,561.71;FEDERAL NATIONAL MORTGAGE ASSN POOL;50,346.66;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #494126;31382V4K7;68,872.89;FEDERAL NATIONAL MORTGAGE ASSN POOL;65,517.98;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #494181;31382V6S8;90,603.42;FEDERAL NATIONAL MORTGAGE ASSN POOL;85,184.69;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #494232;31382WA93;41,387.08;FEDERAL NATIONAL MORTGAGE ASSN POOL;40,075.97;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #50930;313615ST4;144,934.29;FEDERAL NATIONAL MORTGAGE ASSN POOL;136,163.60;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #50947;313615TC0;175,881.63;FEDERAL NATIONAL MORTGAGE ASSN POOL;165,022.80;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #535041;31384VLW0;65,292.30;FEDERAL NATIONAL MORTGAGE ASSN POOL;57,651.59;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #535116;31384VN99;134,183.85;FEDERAL NATIONAL MORTGAGE ASSN POOL;117,576.50;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #535704;31384WDH0;404,166.96;FEDERAL NATIONAL MORTGAGE ASSN POOL;379,190.24;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #545998;31385JRT7;978,255.81;FEDERAL NATIONAL MORTGAGE ASSN POOL;885,561.55;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #555783;31385XM87;1,201,707.53;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,144,409.00;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #558684;31386BUH5;185,590.69;FEDERAL NATIONAL MORTGAGE ASSN POOL;163,789.74;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #563868;31386HMR9;6,854.24;FEDERAL NATIONAL MORTGAGE ASSN POOL;6,439.00;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #593826;31387TVT8;177,246.34;FEDERAL NATIONAL MORTGAGE ASSN POOL;160,862.32;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #636697;31389VKJ5;273,145.29;FEDERAL NATIONAL MORTGAGE ASSN POOL;246,858.05;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #655619;31390TK81;205,184.55;FEDERAL NATIONAL MORTGAGE ASSN POOL;191,547.09;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #676661;31391TWW4;2,362,725.03;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,183,133.20;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #683040;31400BZD1;94,633.14;FEDERAL NATIONAL MORTGAGE ASSN POOL;86,828.24;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #685522;31400ESK7;1,055,536.03;FEDERAL NATIONAL MORTGAGE ASSN POOL;955,605.63;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #695206;31400RKT7;1,130,814.56;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,019,311.75;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #708935;31401HSY9;1,184,107.44;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,094,057.64;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #709592;31401JKD9;818,404.76;FEDERAL NATIONAL MORTGAGE ASSN POOL;756,166.50;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #713975;31401PFQ2;906,081.05;FEDERAL NATIONAL MORTGAGE ASSN POOL;837,174.86;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #725424;31402C4H2;3,177,740.02;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,936,077.42;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #734917;31402QPA3;1,792,660.34;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,673,842.59;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #735230;31402QY39;1,347,490.34;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,246,547.50;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #735503;31402RDG1;1,399,490.28;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,259,255.79;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #735578;31402RFT1;8,472,499.47;FEDERAL NATIONAL MORTGAGE ASSN POOL;7,931,391.67;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #739713;31402VYJ3;276,014.81;FEDERAL NATIONAL MORTGAGE ASSN POOL;253,561.08;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #740242;31402WLX4;1,574,577.98;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,454,833.00;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #741907;31402YGQ1;2,180,462.86;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,076,495.94;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #745418;31403DDX4;1,014,964.90;FEDERAL NATIONAL MORTGAGE ASSN POOL;936,197.34;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #745754;31403DQF9;1,478,475.01;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,380,481.87;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #751558;31403K5T6;471,869.65;FEDERAL NATIONAL MORTGAGE ASSN POOL;429,130.28;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #773358;31404NE77;456,253.53;FEDERAL NATIONAL MORTGAGE ASSN POOL;434,274.97;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #773572;31404NMV5;310,856.55;FEDERAL NATIONAL MORTGAGE ASSN POOL;295,881.30;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #783691;31405AUQ4;441,513.92;FEDERAL NATIONAL MORTGAGE ASSN POOL;420,244.92;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #791281;31405KCS8;641,164.36;FEDERAL NATIONAL MORTGAGE ASSN POOL;600,297.54;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #791403;31405KGL9;367,827.42;FEDERAL NATIONAL MORTGAGE ASSN POOL;344,382.99;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #795056;31405PH94;931,426.23;FEDERAL NATIONAL MORTGAGE ASSN POOL;861,651.17;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #810101;31406HAA5;195,670.22;FEDERAL NATIONAL MORTGAGE ASSN POOL;180,484.68;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #827944;31407DZH1;1,495,409.05;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,379,355.95;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #832443;31407JZG0;1,906,888.93;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,785,103.03;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #834648;31407MHZ1;1,514,396.99;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,417,678.39;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #842755;31407WH89;1,572,933.32;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,472,476.21;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #844154;31407XZT1;1,040,643.46;FEDERAL NATIONAL MORTGAGE ASSN POOL;959,883.04;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #844738;31407YPX1;760,521.21;FEDERAL NATIONAL MORTGAGE ASSN POOL;701,499.98;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #888129;31410FVW2;646,856.62;FEDERAL NATIONAL MORTGAGE ASSN POOL;596,644.31;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #889193;31410G3A9;6,935,457.11;FEDERAL NATIONAL MORTGAGE ASSN POOL;6,408,025.02;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #889582;31410KJ39;2,673,017.26;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,502,301.45;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #890365;31410LFE7;3,195,644.63;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,952,354.82;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #960605;31414AU67;9,424,040.00;FEDERAL NATIONAL MORTGAGE ASSN POOL;8,822,161.11;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #969666;31414LW38;779,889.36;FEDERAL NATIONAL MORTGAGE ASSN POOL;720,515.56;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AB2275;31416XQ52;17,453,857.77;FEDERAL NATIONAL MORTGAGE ASSN POOL;16,617,004.20;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AB2426;31416XVU1;2,248,133.29;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,140,343.39;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AB6904;31417DU68;1,634,321.64;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,658,655.42;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AB8701;31417FU30;1,563,530.21;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,588,082.51;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AB9016;31417GAS5;1,452,472.20;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,475,280.22;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AE0392;31419ANJ2;3,067,511.26;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,832,710.69;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AE0548;31419ATE7;10,013,871.53;FEDERAL NATIONAL MORTGAGE ASSN POOL;9,533,740.00;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AE0949;31419BBT1;25,049,146.30;FEDERAL NATIONAL MORTGAGE ASSN POOL;24,248,190.49;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AE8749;31419KWK7;12,338,274.51;FEDERAL NATIONAL MORTGAGE ASSN POOL;11,943,753.84;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AE9093;31419LC76;10,028,221.55;FEDERAL NATIONAL MORTGAGE ASSN POOL;9,707,566.03;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AE9681;31419LXK4;25,483,954.32;FEDERAL NATIONAL MORTGAGE ASSN POOL;24,669,095.75;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AE9758;31419LZY2;10,194,651.58;FEDERAL NATIONAL MORTGAGE ASSN POOL;9,868,674.15;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AH4374;3138A52G6;9,072,880.91;FEDERAL NATIONAL MORTGAGE ASSN POOL;8,782,772.60;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AH5032;3138A6SW1;4,825,429.93;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,596,515.60;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AH5583;3138A7FZ6;16,023,078.09;FEDERAL NATIONAL MORTGAGE ASSN POOL;15,262,958.03;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AH5939;3138A7S58;6,052,018.44;FEDERAL NATIONAL MORTGAGE ASSN POOL;5,764,916.58;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AH7071;3138A82D7;3,391,169.61;FEDERAL NATIONAL MORTGAGE ASSN POOL;3,230,295.46;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AI7214;3138AMAQ8;5,553,532.80;FEDERAL NATIONAL MORTGAGE ASSN POOL;5,290,078.57;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AI7802;3138AMU45;24,098,065.78;FEDERAL NATIONAL MORTGAGE ASSN POOL;22,954,875.76;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AL0015;3138EGAR5;1,291,149.80;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,192,319.41;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AL9085;3138ERCX6;2,392,619.33;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,445,733.69;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AL9353;3138ERMB3;7,184,781.86;FEDERAL NATIONAL MORTGAGE ASSN POOL;7,341,945.40;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AL9717;3138ERYP9;15,753,984.64;FEDERAL NATIONAL MORTGAGE ASSN POOL;15,370,991.97;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AL9865;3138ER6B1;9,378,154.54;FEDERAL NATIONAL MORTGAGE ASSN POOL;9,587,017.87;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AL9949;3138ESBT4;5,204,843.64;FEDERAL NATIONAL MORTGAGE ASSN POOL;5,177,361.13;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AR5855;3138W3QH9;2,387,497.61;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,423,045.87;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AR8292;3138W6GA8;7,763,167.68;FEDERAL NATIONAL MORTGAGE ASSN POOL;7,885,071.89;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AS7540;3138WHLW0;10,369,901.13;FEDERAL NATIONAL MORTGAGE ASSN POOL;10,600,851.26;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AS8453;3138WJMB1;1,804,694.22;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,844,887.14;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AS8572;3138WJQ27;4,672,573.38;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,647,902.01;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AS8699;3138WJUZ9;3,558,909.63;FEDERAL NATIONAL MORTGAGE ASSN POOL;3,472,389.90;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AS9489;3138WKRK3;3,414,791.11;FEDERAL NATIONAL MORTGAGE ASSN POOL;3,335,432.84;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AT3908;3138WRKW9;635,579.90;FEDERAL NATIONAL MORTGAGE ASSN POOL;645,559.94;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AT7262;3138WVB83;1,178,859.43;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,197,371.10;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AU0591;3138WZUR1;5,744,493.75;FEDERAL NATIONAL MORTGAGE ASSN POOL;5,834,699.42;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #AZ2097;3138YTKK9;3,128,401.19;FEDERAL NATIONAL MORTGAGE ASSN POOL;3,050,457.40;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BC1352;3140EVQE0;5,593,956.21;FEDERAL NATIONAL MORTGAGE ASSN POOL;5,457,962.67;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BC1509;3140EVVB0;3,935,368.63;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,021,452.77;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BC7146;3140F25G1;16,507,312.38;FEDERAL NATIONAL MORTGAGE ASSN POOL;16,874,950.11;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BC8646;3140F4TC0;11,468,500.97;FEDERAL NATIONAL MORTGAGE ASSN POOL;11,189,691.77;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BC8724;3140F4VS2;9,563,897.64;FEDERAL NATIONAL MORTGAGE ASSN POOL;9,331,391.02;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BD1609;3140F8YF8;2,073,360.79;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,118,714.39;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BD2060;3140F9JE6;5,139,784.63;FEDERAL NATIONAL MORTGAGE ASSN POOL;5,254,253.58;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BD5041;3140FCS74;12,013,453.17;FEDERAL NATIONAL MORTGAGE ASSN POOL;11,556,578.52;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BD6481;3140FEFX7;4,250,147.39;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,343,755.97;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BE1552;3140FLWN4;12,952,139.45;FEDERAL NATIONAL MORTGAGE ASSN POOL;12,651,136.02;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BE4629;3140FQEB9;2,103,497.86;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,150,345.33;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BE7461;3140FTJF9;8,949,001.77;FEDERAL NATIONAL MORTGAGE ASSN POOL;9,148,306.73;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BE8836;3140FUZA9;4,741,819.56;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,847,425.28;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BH1431;3140GPSV1;2,330,123.82;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,241,285.26;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BH2289;3140GQRK4;10,203,426.67;FEDERAL NATIONAL MORTGAGE ASSN POOL;10,157,714.63;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BH8119;3140GXAV3;3,167,326.65;FEDERAL NATIONAL MORTGAGE ASSN POOL;3,153,136.80;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BH8843;3140GXZH7;2,160,261.44;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,208,974.67;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BH9806;3140GY3Q0;1,931,657.19;FEDERAL NATIONAL MORTGAGE ASSN POOL;1,974,474.71;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BJ0104;3140H1DJ6;4,666,092.86;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,652,179.30;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BJ2258;3140H3QL3;6,425,663.40;FEDERAL NATIONAL MORTGAGE ASSN POOL;6,570,560.03;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BJ3827;3140H5HD6;17,067,608.19;FEDERAL NATIONAL MORTGAGE ASSN POOL;17,452,476.80;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BJ3907;3140H5KV2;2,028,815.47;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,073,786.52;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BJ4720;3140H6G60;3,149,666.71;FEDERAL NATIONAL MORTGAGE ASSN POOL;3,219,483.08;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BJ8539;3140HAPZ7;4,595,345.39;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,491,716.31;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BJ8548;3140HAQA1;4,556,405.52;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,453,654.98;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #BM2004;3140J6GN1;5,640,343.87;FEDERAL NATIONAL MORTGAGE ASSN POOL;5,425,298.55;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #CA0620;3140Q7VN4;11,549,334.11;FEDERAL NATIONAL MORTGAGE ASSN POOL;11,280,931.50;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #CA0859;3140Q75V5;8,375,279.64;FEDERAL NATIONAL MORTGAGE ASSN POOL;8,347,419.18;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #CA0917;3140Q8AT2;5,945,965.71;FEDERAL NATIONAL MORTGAGE ASSN POOL;5,919,327.73;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #CA1054;3140Q8E43;23,587,029.66;FEDERAL NATIONAL MORTGAGE ASSN POOL;23,508,567.75;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #CA1350;3140Q8QC2;2,563,436.15;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,620,459.47;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #FN AI1098;3138AEGG2;5,015,167.70;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,777,252.93;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA0583;31417YUH8;12,191,607.25;FEDERAL NATIONAL MORTGAGE ASSN POOL;11,801,776.32;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA2833;31418CEF7;2,234,449.53;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,284,213.66;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA2863;31418CFD1;2,298,121.26;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,349,303.22;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA2895;31418CGD0;5,410,972.70;FEDERAL NATIONAL MORTGAGE ASSN POOL;5,531,481.92;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA2956;31418CJA3;9,897,225.12;FEDERAL NATIONAL MORTGAGE ASSN POOL;10,117,648.19;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA3007;31418CKV5;3,003,335.65;FEDERAL NATIONAL MORTGAGE ASSN POOL;3,071,059.54;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA3106;31418CNY6;6,295,470.93;FEDERAL NATIONAL MORTGAGE ASSN POOL;6,435,970.18;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA3122;31418CPG3;3,358,935.77;FEDERAL NATIONAL MORTGAGE ASSN POOL;3,230,872.12;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA3182;31418CRC0;14,062,687.68;FEDERAL NATIONAL MORTGAGE ASSN POOL;14,021,375.31;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA3239;31418CS54;2,809,871.57;FEDERAL NATIONAL MORTGAGE ASSN POOL;2,744,571.33;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA3276;31418CUA0;4,729,887.98;FEDERAL NATIONAL MORTGAGE ASSN POOL;4,715,992.90;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL #MA3305;31418CU77;16,831,521.87;FEDERAL NATIONAL MORTGAGE ASSN POOL;16,783,153.92;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL# AX7722;3138Y9SL3;11,012,748.56;FEDERAL NATIONAL MORTGAGE ASSN POOL;10,738,368.47;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;FNMA POOL#AI5606;3138AKGQ6;6,982,728.02;FEDERAL NATIONAL MORTGAGE ASSN POOL;6,763,206.93;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL # 377622;36204RPF9;116,785.91;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;110,041.41;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL # 410297;36206FX23;28,429.56;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;27,608.95;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL # 414637;36206LS26;37,896.11;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;36,019.68;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL #337519;36224S4C3;54,933.84;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;52,770.67;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL #345139;36203CLU4;63,368.71;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;60,500.08;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL #345605;36203C3N0;156,947.54;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;149,268.79;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL #345921;36203DG61;69,690.22;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;66,871.03;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL #345990;36203DKB5;74,255.50;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;71,537.56;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL #346013;36203DK25;140,731.45;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;133,374.86;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL #346691;36203EC48;31,683.01;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;30,242.24;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL #346927;36203ELG1;84,886.01;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;80,864.00;FIXED INCOME;FI;1
Ohio_STR;12/31/2018;GNMA POOL #347041;36203EP28;66,911.90;GOVERNMENT NATIONAL MORTGAGE ASSOCIATION;64,413.23;FIXED INCOME;FI;1
