Ohio_STR;TEACHERS;GLOBAL LIQUIDITY RESERVE;;;INTERNATIONAL FUNDS;;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;TEACHERS;WESDOME GOLD MINES;;;CANADIAN BONDS;2,000,000.00;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;BGP NPV;;;INTERNATIONAL COMMON STOCKS;1,896,254.00;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;CIA VALE DO RIO DO;;;INTERNATIONAL COMMON STOCKS;83,300.00;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;ISHARES MSCI EAFE SMALL CAP;;;INTERNATIONAL COMMON STOCKS;412,000.00;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;ISHARES MSCI EMERGING;;;INTERNATIONAL COMMON STOCKS;202,000.00;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;ISHARES MSCI EMERGING MKT;;;INTERNATIONAL COMMON STOCKS;1,124,000.00;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;ISHARES MSCI FRONTIER 100;;;INTERNATIONAL COMMON STOCKS;50,800.00;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;PESCANOVA SA;;;INTERNATIONAL COMMON STOCKS;75,000.00;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;YULON MOTOR COMPANY;;;INTERNATIONAL COMMON STOCKS;1.00;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;ASSET ALLOCATION - LIQUIDITY;;;INTERNATIONAL FUNDS;41,453.48;ASSET ALLOCATION-TRANSITION ACCT;I-ALL;1
Ohio_STR;TEACHERS;EAFE INDEX - LQR;;;INTERNATIONAL FUNDS;1,759,971.11;STATE STREET EAFE INDEX;I-EAFE;1
Ohio_STR;TEACHERS;INTERNAL EAFE - EQUITIES;;;INTERNATIONAL FUNDS;9,200,453.05;STATE STREET EAFE INDEX;I-EAFE;1
Ohio_STR;TEACHERS;BAIDU COM INC NPV ADR;;;COMMON STOCK;36,400.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;COMPANIA DE MINAS ADR;;;COMMON STOCK;10,115.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CTRIP.COM INTERNATIONAL-ADR;;;COMMON STOCK;40,400.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;MOBILE TELESYSTEMS ADR;;;COMMON STOCK;175,154.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;NETEASE.COM INC -ADR;;;COMMON STOCK;8,700.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;NOVATEK OAO-SPONS GDR REG S;;;COMMON STOCK;24,250.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;SOUTHERN COPPER CORP;;;COMMON STOCK;6,109.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AAC TECHNOLOGIES HOLDINGS;;;INTERNATIONAL COMMON STOCKS;100,500.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ABSA GROUP LTD;;;INTERNATIONAL COMMON STOCKS;42,525.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ADANI PORTS AND SEZ;;;INTERNATIONAL COMMON STOCKS;33,988.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ADITYA BIRLA FASHION AND RET;;;INTERNATIONAL COMMON STOCKS;68,390.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ADITYA BIRLA NUVO LIMITED;;;INTERNATIONAL COMMON STOCKS;13,152.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ADVANCED INFO SERVICE-NVDR;;;INTERNATIONAL COMMON STOCKS;118,520.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AES TIETE ENERGIA SA-UNIT;;;INTERNATIONAL COMMON STOCKS;27,700.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AFRICAN BANK INVESTMENTS LTD;;;INTERNATIONAL COMMON STOCKS;285,572.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AGRI BANK OF CHINA H;;;INTERNATIONAL COMMON STOCKS;13,558,498.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AIR CHINA LIMITED-H;;;INTERNATIONAL COMMON STOCKS;396,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AKBANK T.A.S. B;;;INTERNATIONAL COMMON STOCKS;806,752.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ALIBABA GROUP HOLDINGS-SP;;;INTERNATIONAL COMMON STOCKS;162,900.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ALROSA PAO;;;INTERNATIONAL COMMON STOCKS;1,143,300.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ALUMINUM CORP OF CHINA;;;INTERNATIONAL COMMON STOCKS;488,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AMBEV SA;;;INTERNATIONAL COMMON STOCKS;371,383.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AMOREPACIFIC CORP PREF;;;INTERNATIONAL COMMON STOCKS;1,885.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ANGLOGOLD ASHANTI LTD;;;INTERNATIONAL COMMON STOCKS;19,350.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ARCELIK A.S.;;;INTERNATIONAL COMMON STOCKS;137,372.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ASIA CEMENT CORP;;;INTERNATIONAL COMMON STOCKS;2.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ASIAN PAINTS (INDIA) LTD;;;INTERNATIONAL COMMON STOCKS;14,938.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ASTRA INTERNATIONAL TBK PT;;;INTERNATIONAL COMMON STOCKS;3,832,212.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AU OPTRONICS CORP;;;INTERNATIONAL COMMON STOCKS;4.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;AUROBINDO PHARMA LTD;;;INTERNATIONAL COMMON STOCKS;19,296.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BAJAJ AUTO;;;INTERNATIONAL COMMON STOCKS;12,946.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANCO BRADESCO S.A.;;;INTERNATIONAL COMMON STOCKS;295,177.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANCO BRADESCO SA;;;INTERNATIONAL COMMON STOCKS;719,680.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANCO DO BRASIL SA;;;INTERNATIONAL COMMON STOCKS;280,284.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANCO SANTANDER;;;INTERNATIONAL COMMON STOCKS;393,463.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANGKOK BANK PUBLIC CO LTD;;;INTERNATIONAL COMMON STOCKS;100,700.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANGKOK BANK PUBLIC F;;;INTERNATIONAL COMMON STOCKS;91,400.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANK MANDIRI;;;INTERNATIONAL COMMON STOCKS;2,185,195.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANK NEGARA INDONESIA;;;INTERNATIONAL COMMON STOCKS;2,472,005.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANK OF CHINA LTD - H;;;INTERNATIONAL COMMON STOCKS;30,557,861.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANK OF COMMUNICATIONS CO-H;;;INTERNATIONAL COMMON STOCKS;6,920,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BANK RAKYAT INDONESIA;;;INTERNATIONAL COMMON STOCKS;2,305,725.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BB SEGURIDADE PARTICIPACOES;;;INTERNATIONAL COMMON STOCKS;206,635.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BEC WORLD PCL-FOREIGN;;;INTERNATIONAL COMMON STOCKS;433,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BEIJING ENTERPRISES HOLDINGS;;;INTERNATIONAL COMMON STOCKS;121,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BELLE INTERNATIONAL HOLDINGS;;;INTERNATIONAL COMMON STOCKS;1,891,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BGF RETAIL CO LTD;;;INTERNATIONAL COMMON STOCKS;5,590.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BHARAT HEAVY ELECTRICALS;;;INTERNATIONAL COMMON STOCKS;4,644.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BHARAT PETROLEUM CORP LTD;;;INTERNATIONAL COMMON STOCKS;146,354.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BHARTI AIRTEL LTD;;;INTERNATIONAL COMMON STOCKS;52,105.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BHARTI INFRATEL LTD;;;INTERNATIONAL COMMON STOCKS;11,195.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BIDVEST GROUP ORD;;;INTERNATIONAL COMMON STOCKS;55,767.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BIM BIRLESIK MAGAZALAR AS;;;INTERNATIONAL COMMON STOCKS;70,381.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BM&FBOVESPA SA;;;INTERNATIONAL COMMON STOCKS;253,201.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BNK FINANCIAL GROUP INC;;;INTERNATIONAL COMMON STOCKS;58,973.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BR MALLS PARTICIPACOES SA;;;INTERNATIONAL COMMON STOCKS;110,800.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BRASKEM SA-PREF A;;;INTERNATIONAL COMMON STOCKS;8,400.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;BRILLIANCE CHINA AUTOMOTIVE;;;INTERNATIONAL COMMON STOCKS;552,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CAIRN INDIA LIMITED;;;INTERNATIONAL COMMON STOCKS;275,921.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CATCHER TECHNOLOGY CO LTD;;;INTERNATIONAL COMMON STOCKS;2.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CATHAY LIFE INSURANCE CO;;;INTERNATIONAL COMMON STOCKS;1,525,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CCR SA;;;INTERNATIONAL COMMON STOCKS;301,300.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CEMEX SA PTG CERTS;;;INTERNATIONAL COMMON STOCKS;0.54;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CEMIG CIA ENERG MG;;;INTERNATIONAL COMMON STOCKS;208,700.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CENTRAIS ELETR BRA;;;INTERNATIONAL COMMON STOCKS;105,987.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CESKE ENERGETICKE ZAVODY;;;INTERNATIONAL COMMON STOCKS;2,292.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CETIP SA-MERCADOS;;;INTERNATIONAL COMMON STOCKS;211,437.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHANG HWA COMMERCIAL BANK;;;INTERNATIONAL COMMON STOCKS;3,838,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHEIL INDUSTRIES INC;;;INTERNATIONAL COMMON STOCKS;7,179.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA CINDA ASSET MANAGEME-H;;;INTERNATIONAL COMMON STOCKS;4,404,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA CITIC BANK - H;;;INTERNATIONAL COMMON STOCKS;3,226,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA COAL ENERGY CO - H;;;INTERNATIONAL COMMON STOCKS;2,190,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA COMMUNICATIONS SERVI-H;;;INTERNATIONAL COMMON STOCKS;2,864,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA CONSTRUCTION BANK-H;;;INTERNATIONAL COMMON STOCKS;20,697,631.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA EVERBRIGHT BANK CO L H;;;INTERNATIONAL COMMON STOCKS;3,022,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA EVERBRIGHT LIMITED;;;INTERNATIONAL COMMON STOCKS;72,767.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA GALAXY SECURITIES CO-H;;;INTERNATIONAL COMMON STOCKS;1,098,500.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA HUISHAN DAIRY HOLDINGS;;;INTERNATIONAL COMMON STOCKS;838,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA JINMAO GROUP LT;;;INTERNATIONAL COMMON STOCKS;1,268,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA LIFE INSURANCE CO;;;INTERNATIONAL COMMON STOCKS;1,208,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA LIFE INSURANCE CO-H;;;INTERNATIONAL COMMON STOCKS;2.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA MEDICAL SYSTEM HOLDING;;;INTERNATIONAL COMMON STOCKS;52,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA MENGNIU DAIRY CO;;;INTERNATIONAL COMMON STOCKS;392,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA MERCHANTS BANK;;;INTERNATIONAL COMMON STOCKS;448,272.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA MINSHENG BANK H;;;INTERNATIONAL COMMON STOCKS;5,242,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA MOBILE HK LTD HKD 0.1;;;INTERNATIONAL COMMON STOCKS;703,827.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA NATIONAL BUILDING MA-H;;;INTERNATIONAL COMMON STOCKS;796,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA OVERSEAS;;;INTERNATIONAL COMMON STOCKS;596,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA PETROLEUM;;;INTERNATIONAL COMMON STOCKS;6,590,737.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA RAILWAY GROUP LTD - H;;;INTERNATIONAL COMMON STOCKS;569,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA RESOURCES ENTERPRISES;;;INTERNATIONAL COMMON STOCKS;381,885.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA RESOURCES POWER;;;INTERNATIONAL COMMON STOCKS;1,674,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA SHENHUA ENERGY CO - H;;;INTERNATIONAL COMMON STOCKS;869,341.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA STEEL CORP;;;INTERNATIONAL COMMON STOCKS;4,539,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINA VANKE CO LTD-H;;;INTERNATIONAL COMMON STOCKS;625,300.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHINATRUST FINANCIAL HOLDING;;;INTERNATIONAL COMMON STOCKS;5,390,865.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHONGQING CHANGAN;;;INTERNATIONAL COMMON STOCKS;409,400.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHONGQING RURAL COMM H;;;INTERNATIONAL COMMON STOCKS;2,789,903.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CHUNGHWA TELECOM;;;INTERNATIONAL COMMON STOCKS;3.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CIA PARANAENSE DE ENERGI;;;INTERNATIONAL COMMON STOCKS;32,537.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CIA SANEAMENTO BASICO;;;INTERNATIONAL COMMON STOCKS;93,485.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CIA SIDERURGICA NA;;;INTERNATIONAL COMMON STOCKS;24,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CIA VALE DO RIO DOCE;;;INTERNATIONAL COMMON STOCKS;81,251.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CIA VALE RIO DOCE-;;;INTERNATIONAL COMMON STOCKS;219,999.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CNOOC LTD;;;INTERNATIONAL COMMON STOCKS;1,524,107.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;COAL INDIA;;;INTERNATIONAL COMMON STOCKS;80,972.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;COMMERCE ASSET-HLDG BHD;;;INTERNATIONAL COMMON STOCKS;225,700.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;COMPAL ELECTRONICS;;;INTERNATIONAL COMMON STOCKS;1.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;COSAN SA INDUSTRIA COMERCIO;;;INTERNATIONAL COMMON STOCKS;138,600.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;COSCO SHIPPING PORTS LTD;;;INTERNATIONAL COMMON STOCKS;366,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;COUNTRY GARDEN HOLDINGS CO;;;INTERNATIONAL COMMON STOCKS;2,107,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CP ALL PCL F;;;INTERNATIONAL COMMON STOCKS;328,400.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CPFL ENERGIA SA;;;INTERNATIONAL COMMON STOCKS;231,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CREDICORP LTD;;;INTERNATIONAL COMMON STOCKS;2,840.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;CSPC PHARMACEUTICAL GROUP;;;INTERNATIONAL COMMON STOCKS;1,260,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;DABUR INDIA LTD;;;INTERNATIONAL COMMON STOCKS;81,181.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;DAEWOO INTERNATIONAL CORP;;;INTERNATIONAL COMMON STOCKS;47,478.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;DB INSURANCE CO LTD;;;INTERNATIONAL COMMON STOCKS;16,373.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;DGB FINANCIAL GROUP INC;;;INTERNATIONAL COMMON STOCKS;194,609.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;DIVIS LABORATORIES LTD;;;INTERNATIONAL COMMON STOCKS;11,963.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;DONGFENG MOTOR;;;INTERNATIONAL COMMON STOCKS;362,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;DOOSAN HEAVY INDUSTRIES;;;INTERNATIONAL COMMON STOCKS;21,022.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;DR REDDY'S LABORATORIES;;;INTERNATIONAL COMMON STOCKS;12,423.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;DURATEX SA;;;INTERNATIONAL COMMON STOCKS;182,200.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;E.SUN FINANCIAL HOLDING CO;;;INTERNATIONAL COMMON STOCKS;4,502,822.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;EDP-ENERGIAS DO BRASIL;;;INTERNATIONAL COMMON STOCKS;223,916.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;EICHER MOTORS LTD;;;INTERNATIONAL COMMON STOCKS;778.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;ENGIE BRASIL SA;;;INTERNATIONAL COMMON STOCKS;46,900.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;EQUATORIAL ENERGIA SA;;;INTERNATIONAL COMMON STOCKS;38,700.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;EREGLI DEMIR CELIK;;;INTERNATIONAL COMMON STOCKS;723,506.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FAR EAST HORIZON LTD;;;INTERNATIONAL COMMON STOCKS;563,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FIBRIA CELULOSE SA;;;INTERNATIONAL COMMON STOCKS;43,572.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FIRST FINANCIAL;;;INTERNATIONAL COMMON STOCKS;8,548,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FIRSTRAND ZAR0.01;;;INTERNATIONAL COMMON STOCKS;174,006.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FORMOSA CHEM & FIBRE;;;INTERNATIONAL COMMON STOCKS;1,500,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FORMOSA PETROCHEMICAL CORP;;;INTERNATIONAL COMMON STOCKS;1,122,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FORMOSA PLASTICS CORP;;;INTERNATIONAL COMMON STOCKS;607,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FORMOSA TAFFETA;;;INTERNATIONAL COMMON STOCKS;188,412.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FOXCONN TECHNOLOGY CO LTD;;;INTERNATIONAL COMMON STOCKS;3.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;FUBON FINL HOLDING CO.;;;INTERNATIONAL COMMON STOCKS;798,828.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;GAZPROM OAO;;;INTERNATIONAL COMMON STOCKS;3,588,483.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;GEELY AUTOMOBILE HLDGS;;;INTERNATIONAL COMMON STOCKS;430,000.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;GENTING MALAYSIA BHD;;;INTERNATIONAL COMMON STOCKS;272,900.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;GERDAU SA;;;INTERNATIONAL COMMON STOCKS;2.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;GLENMARK PHARMACEUTICALS;;;INTERNATIONAL COMMON STOCKS;3,719.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
Ohio_STR;TEACHERS;GOLD FIELDS LIMITE;;;INTERNATIONAL COMMON STOCKS;121,388.00;EMERGING MARKET QUANTITATIVE;I-EMQUAN;1
